Filters
Region filter: All
Infection type filter: Bloodstream
Bacterial pathogen filter: Escherichia coli

Summary values with at least 10 BCIs with AST results
"Specimen","PathogenName","AntibioticName","Min","Q1","Median","Q3","Max","CTAsCount","TotalBCIsWithAST"
"Bloodstream","Escherichia coli","Ampicillin",58.680174132,61.32728953,63.974404928,66.621520326,69.268635724,2,27423
"Bloodstream","Escherichia coli","Cefepime",2.487046632,12.792466307,32.764505119,57.852034131,84.210526316,67,205243
"Bloodstream","Escherichia coli","Cefotaxime",5.681818182,22.052495697,43.147991681,70.594396439,93.548387097,72,174845
"Bloodstream","Escherichia coli","Ceftazidime",5.597014925,12.20163876,33.823529412,56.108597285,86.363636364,81,274367
"Bloodstream","Escherichia coli","Ceftriaxone",5.263157895,24.239729682,50.947867299,72.222222222,89.743589744,77,159955
"Bloodstream","Escherichia coli","Ciprofloxacin",10.154469486,29.017857143,43.193777584,64.212007505,91.666666667,92,296705
"Bloodstream","Escherichia coli","Co-trimoxazole",23.384702389,47.058823529,58.766458766,74.76635514,100,61,72743
"Bloodstream","Escherichia coli","Colistin",0,0,0.724637681,2.547770701,100,45,24955
"Bloodstream","Escherichia coli","Doripenem",1.162790698,1.64692545,2.131060202,4.438545974,6.746031746,3,2215
"Bloodstream","Escherichia coli","Ertapenem",0,0.521066805,2.330508475,7.959770115,36.363636364,67,142939
"Bloodstream","Escherichia coli","Imipenem",0,0.158478605,2.521008403,8.641975309,30.718589601,81,210219
"Bloodstream","Escherichia coli","Levofloxacin",4.545454545,30,41.996233522,55.555555556,92.775665399,53,136757
"Bloodstream","Escherichia coli","Meropenem",0,0.042485719,1.958884444,8.412447257,44.444444444,86,294507
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance",5.681818182,22.09776227,45.080285459,71.290584685,93.548387097,92,188731


Summary values that consider CTAs with testing coverage above the 75th percentile
"Specimen","PathogenName","AntibioticName","Min","Q1","Median","Q3","Max","CTAsCount","TotalBCIsWithAST"
"Bloodstream","Escherichia coli","Ampicillin",58.680174132,58.680174132,58.680174132,58.680174132,58.680174132,1,24579
"Bloodstream","Escherichia coli","Cefepime",2.487046632,6.948559117,11.53537515,17.151702786,42.352941176,17,167154
"Bloodstream","Escherichia coli","Cefotaxime",5.681818182,10.476750912,13.810767104,23.321257855,58.564814815,18,141968
"Bloodstream","Escherichia coli","Ceftazidime",5.597014925,7.947760179,10.37864548,16.679534366,53.364269142,20,195914
"Bloodstream","Escherichia coli","Ceftriaxone",6.271777003,11.677090237,20.263757509,27.383022736,58.837209302,19,116501
"Bloodstream","Escherichia coli","Ciprofloxacin",10.154469486,14.014422248,16.754309086,29.460856045,60.648148148,23,220633
"Bloodstream","Escherichia coli","Co-trimoxazole",23.384702389,30.219185889,39.481785531,47.867202729,51.533477322,15,42814
"Bloodstream","Escherichia coli","Colistin",0,0.227963801,0.49382716,1.143871559,3.170028818,11,13609
"Bloodstream","Escherichia coli","Doripenem",2.131060202,2.131060202,2.131060202,2.131060202,2.131060202,1,1877
"Bloodstream","Escherichia coli","Ertapenem",0,0.165234633,0.480769231,0.862068966,3.356890459,17,96178
"Bloodstream","Escherichia coli","Imipenem",0,0.027245205,0.178774804,1.002197402,5.348837209,20,159744
"Bloodstream","Escherichia coli","Levofloxacin",10.544611819,16.231086657,28.17925586,35.240963855,92.775665399,13,122524
"Bloodstream","Escherichia coli","Meropenem",0,0.006016847,0.044246534,0.099754368,5.361305361,22,225275
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance",5.681818182,11.332516323,13.228903487,23.349078027,58.837209302,23,131069


Data for boxplots
"Specimen","PathogenName","AntibioticName","Iso3","CountryTerritoryArea","WHORegionName","InterpretableAST","Resistant","ResistancePercentage"
"Bloodstream","Escherichia coli","Ceftriaxone","CYP","Cyprus","European Region",106,43,40.566037736
"Bloodstream","Escherichia coli","Ciprofloxacin","CYP","Cyprus","European Region",290,125,43.103448276
"Bloodstream","Escherichia coli","Colistin","CYP","Cyprus","European Region",23,0,0
"Bloodstream","Escherichia coli","Imipenem","CYP","Cyprus","European Region",252,2,0.793650794
"Bloodstream","Escherichia coli","Levofloxacin","CYP","Cyprus","European Region",38,16,42.105263158
"Bloodstream","Escherichia coli","Meropenem","CYP","Cyprus","European Region",76,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","CYP","Cyprus","European Region",106,43,40.566037736
"Bloodstream","Escherichia coli","Cefepime","CZE","Czechia","European Region",81,24,29.62962963
"Bloodstream","Escherichia coli","Cefotaxime","CZE","Czechia","European Region",1559,233,14.94547787
"Bloodstream","Escherichia coli","Ceftazidime","CZE","Czechia","European Region",2332,385,16.509433962
"Bloodstream","Escherichia coli","Ciprofloxacin","CZE","Czechia","European Region",3888,668,17.181069959
"Bloodstream","Escherichia coli","Colistin","CZE","Czechia","European Region",405,2,0.49382716
"Bloodstream","Escherichia coli","Imipenem","CZE","Czechia","European Region",172,0,0
"Bloodstream","Escherichia coli","Meropenem","CZE","Czechia","European Region",1674,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","CZE","Czechia","European Region",2332,385,16.509433962
"Bloodstream","Escherichia coli","Cefepime","DEU","Germany","European Region",4201,341,8.117114973
"Bloodstream","Escherichia coli","Cefotaxime","DEU","Germany","European Region",13990,1343,9.599714081
"Bloodstream","Escherichia coli","Ceftazidime","DEU","Germany","European Region",14436,1401,9.704904406
"Bloodstream","Escherichia coli","Ceftriaxone","DEU","Germany","European Region",7158,699,9.765297569
"Bloodstream","Escherichia coli","Ciprofloxacin","DEU","Germany","European Region",28894,4809,16.643593826
"Bloodstream","Escherichia coli","Ertapenem","DEU","Germany","European Region",21952,34,0.154883382
"Bloodstream","Escherichia coli","Imipenem","DEU","Germany","European Region",16747,7,0.041798531
"Bloodstream","Escherichia coli","Levofloxacin","DEU","Germany","European Region",6543,1062,16.231086657
"Bloodstream","Escherichia coli","Meropenem","DEU","Germany","European Region",18841,9,0.047768165
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","DEU","Germany","European Region",7158,699,9.765297569
"Bloodstream","Escherichia coli","Cefepime","DNK","Denmark","European Region",557,43,7.719928187
"Bloodstream","Escherichia coli","Ceftazidime","DNK","Denmark","European Region",4684,292,6.233988044
"Bloodstream","Escherichia coli","Ceftriaxone","DNK","Denmark","European Region",574,36,6.271777003
"Bloodstream","Escherichia coli","Ciprofloxacin","DNK","Denmark","European Region",5822,609,10.460322913
"Bloodstream","Escherichia coli","Ertapenem","DNK","Denmark","European Region",624,3,0.480769231
"Bloodstream","Escherichia coli","Meropenem","DNK","Denmark","European Region",5424,2,0.036873156
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","DNK","Denmark","European Region",574,36,6.271777003
"Bloodstream","Escherichia coli","Cefepime","DZA","Algeria","African Region",35,4,11.428571429
"Bloodstream","Escherichia coli","Cefotaxime","DZA","Algeria","African Region",196,83,42.346938776
"Bloodstream","Escherichia coli","Ceftazidime","DZA","Algeria","African Region",56,31,55.357142857
"Bloodstream","Escherichia coli","Ceftriaxone","DZA","Algeria","African Region",22,9,40.909090909
"Bloodstream","Escherichia coli","Ciprofloxacin","DZA","Algeria","African Region",201,94,46.766169154
"Bloodstream","Escherichia coli","Co-trimoxazole","DZA","Algeria","African Region",213,130,61.03286385
"Bloodstream","Escherichia coli","Colistin","DZA","Algeria","African Region",138,1,0.724637681
"Bloodstream","Escherichia coli","Ertapenem","DZA","Algeria","African Region",174,8,4.597701149
"Bloodstream","Escherichia coli","Imipenem","DZA","Algeria","African Region",197,6,3.045685279
"Bloodstream","Escherichia coli","Levofloxacin","DZA","Algeria","African Region",24,6,25
"Bloodstream","Escherichia coli","Meropenem","DZA","Algeria","African Region",16,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","DZA","Algeria","African Region",56,31,55.357142857
"Bloodstream","Escherichia coli","Cefepime","EGY","Egypt","Eastern Mediterranean Region",143,95,66.433566434
"Bloodstream","Escherichia coli","Cefotaxime","EGY","Egypt","Eastern Mediterranean Region",85,76,89.411764706
"Bloodstream","Escherichia coli","Ceftazidime","EGY","Egypt","Eastern Mediterranean Region",147,118,80.272108844
"Bloodstream","Escherichia coli","Ceftriaxone","EGY","Egypt","Eastern Mediterranean Region",119,105,88.235294118
"Bloodstream","Escherichia coli","Ciprofloxacin","EGY","Egypt","Eastern Mediterranean Region",163,117,71.779141104
"Bloodstream","Escherichia coli","Co-trimoxazole","EGY","Egypt","Eastern Mediterranean Region",119,83,69.74789916
"Bloodstream","Escherichia coli","Ertapenem","EGY","Egypt","Eastern Mediterranean Region",39,12,30.769230769
"Bloodstream","Escherichia coli","Imipenem","EGY","Egypt","Eastern Mediterranean Region",72,17,23.611111111
"Bloodstream","Escherichia coli","Levofloxacin","EGY","Egypt","Eastern Mediterranean Region",150,106,70.666666667
"Bloodstream","Escherichia coli","Meropenem","EGY","Egypt","Eastern Mediterranean Region",150,39,26
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","EGY","Egypt","Eastern Mediterranean Region",85,76,89.411764706
"Bloodstream","Escherichia coli","Cefepime","EST","Estonia","European Region",204,21,10.294117647
"Bloodstream","Escherichia coli","Cefotaxime","EST","Estonia","European Region",701,78,11.126961484
"Bloodstream","Escherichia coli","Ceftazidime","EST","Estonia","European Region",383,46,12.010443864
"Bloodstream","Escherichia coli","Ciprofloxacin","EST","Estonia","European Region",1054,140,13.282732448
"Bloodstream","Escherichia coli","Ertapenem","EST","Estonia","European Region",693,0,0
"Bloodstream","Escherichia coli","Imipenem","EST","Estonia","European Region",220,0,0
"Bloodstream","Escherichia coli","Meropenem","EST","Estonia","European Region",674,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","EST","Estonia","European Region",383,46,12.010443864
"Bloodstream","Escherichia coli","Cefepime","ETH","Ethiopia","African Region",113,82,72.566371681
"Bloodstream","Escherichia coli","Cefotaxime","ETH","Ethiopia","African Region",38,32,84.210526316
"Bloodstream","Escherichia coli","Ceftazidime","ETH","Ethiopia","African Region",211,136,64.454976303
"Bloodstream","Escherichia coli","Ceftriaxone","ETH","Ethiopia","African Region",179,138,77.094972067
"Bloodstream","Escherichia coli","Ciprofloxacin","ETH","Ethiopia","African Region",220,135,61.363636364
"Bloodstream","Escherichia coli","Co-trimoxazole","ETH","Ethiopia","African Region",214,160,74.76635514
"Bloodstream","Escherichia coli","Ertapenem","ETH","Ethiopia","African Region",82,15,18.292682927
"Bloodstream","Escherichia coli","Imipenem","ETH","Ethiopia","African Region",47,7,14.893617021
"Bloodstream","Escherichia coli","Meropenem","ETH","Ethiopia","African Region",196,35,17.857142857
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","ETH","Ethiopia","African Region",38,32,84.210526316
"Bloodstream","Escherichia coli","Cefotaxime","FIN","Finland","European Region",46,4,8.695652174
"Bloodstream","Escherichia coli","Ceftazidime","FIN","Finland","European Region",2791,205,7.345037621
"Bloodstream","Escherichia coli","Ceftriaxone","FIN","Finland","European Region",1422,91,6.399437412
"Bloodstream","Escherichia coli","Ciprofloxacin","FIN","Finland","European Region",3395,346,10.191458027
"Bloodstream","Escherichia coli","Ertapenem","FIN","Finland","European Region",3026,5,0.165234633
"Bloodstream","Escherichia coli","Imipenem","FIN","Finland","European Region",110,0,0
"Bloodstream","Escherichia coli","Levofloxacin","FIN","Finland","European Region",863,91,10.544611819
"Bloodstream","Escherichia coli","Meropenem","FIN","Finland","European Region",4155,1,0.024067389
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","FIN","Finland","European Region",46,4,8.695652174
"Bloodstream","Escherichia coli","Ampicillin","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",24579,14423,58.680174132
"Bloodstream","Escherichia coli","Cefotaxime","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",20121,2519,12.519258486
"Bloodstream","Escherichia coli","Ceftazidime","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",28070,3425,12.20163876
"Bloodstream","Escherichia coli","Ceftriaxone","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",9895,1309,13.228903487
"Bloodstream","Escherichia coli","Ciprofloxacin","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",33107,6090,18.39490138
"Bloodstream","Escherichia coli","Colistin","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",1735,55,3.170028818
"Bloodstream","Escherichia coli","Ertapenem","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",30382,100,0.329142255
"Bloodstream","Escherichia coli","Imipenem","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",4191,9,0.214745884
"Bloodstream","Escherichia coli","Levofloxacin","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",4682,1016,21.70012815
"Bloodstream","Escherichia coli","Meropenem","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",33173,63,0.189913484
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","GBR","United Kingdom of Great Britain and Northern Ireland","European Region",9895,1309,13.228903487
"Bloodstream","Escherichia coli","Cefotaxime","GEO","Georgia","European Region",128,54,42.1875
"Bloodstream","Escherichia coli","Ceftazidime","GEO","Georgia","European Region",217,87,40.092165899
"Bloodstream","Escherichia coli","Ceftriaxone","GEO","Georgia","European Region",195,85,43.58974359
"Bloodstream","Escherichia coli","Ciprofloxacin","GEO","Georgia","European Region",204,72,35.294117647
"Bloodstream","Escherichia coli","Co-trimoxazole","GEO","Georgia","European Region",124,63,50.806451613
"Bloodstream","Escherichia coli","Colistin","GEO","Georgia","European Region",54,1,1.851851852
"Bloodstream","Escherichia coli","Ertapenem","GEO","Georgia","European Region",95,3,3.157894737
"Bloodstream","Escherichia coli","Imipenem","GEO","Georgia","European Region",178,3,1.685393258
"Bloodstream","Escherichia coli","Levofloxacin","GEO","Georgia","European Region",172,61,35.465116279
"Bloodstream","Escherichia coli","Meropenem","GEO","Georgia","European Region",206,4,1.941747573
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","GEO","Georgia","European Region",195,85,43.58974359
"Bloodstream","Escherichia coli","Cefotaxime","GHA","Ghana","African Region",32,29,90.625
"Bloodstream","Escherichia coli","Ceftriaxone","GHA","Ghana","African Region",52,44,84.615384615
"Bloodstream","Escherichia coli","Ciprofloxacin","GHA","Ghana","African Region",71,44,61.971830986
"Bloodstream","Escherichia coli","Co-trimoxazole","GHA","Ghana","African Region",42,33,78.571428571
"Bloodstream","Escherichia coli","Meropenem","GHA","Ghana","African Region",34,4,11.764705882
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","GHA","Ghana","African Region",32,29,90.625
"Bloodstream","Escherichia coli","Cefepime","GRC","Greece","European Region",1615,277,17.151702786
"Bloodstream","Escherichia coli","Cefotaxime","GRC","Greece","European Region",1352,309,22.855029586
"Bloodstream","Escherichia coli","Ceftazidime","GRC","Greece","European Region",378,84,22.222222222
"Bloodstream","Escherichia coli","Ciprofloxacin","GRC","Greece","European Region",1837,692,37.670114317
"Bloodstream","Escherichia coli","Colistin","GRC","Greece","European Region",118,1,0.847457627
"Bloodstream","Escherichia coli","Ertapenem","GRC","Greece","European Region",69,0,0
"Bloodstream","Escherichia coli","Imipenem","GRC","Greece","European Region",1580,25,1.582278481
"Bloodstream","Escherichia coli","Levofloxacin","GRC","Greece","European Region",13,7,53.846153846
"Bloodstream","Escherichia coli","Meropenem","GRC","Greece","European Region",282,4,1.418439716
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","GRC","Greece","European Region",1352,309,22.855029586
"Bloodstream","Escherichia coli","Cefepime","HKG","China, Hong Kong SAR","Western Pacific Region",5937,810,13.643254169
"Bloodstream","Escherichia coli","Cefotaxime","HKG","China, Hong Kong SAR","Western Pacific Region",5571,1681,30.174115958
"Bloodstream","Escherichia coli","Ceftazidime","HKG","China, Hong Kong SAR","Western Pacific Region",5040,401,7.956349206
"Bloodstream","Escherichia coli","Ceftriaxone","HKG","China, Hong Kong SAR","Western Pacific Region",3325,1015,30.526315789
"Bloodstream","Escherichia coli","Ciprofloxacin","HKG","China, Hong Kong SAR","Western Pacific Region",890,319,35.842696629
"Bloodstream","Escherichia coli","Co-trimoxazole","HKG","China, Hong Kong SAR","Western Pacific Region",3898,1539,39.481785531
"Bloodstream","Escherichia coli","Colistin","HKG","China, Hong Kong SAR","Western Pacific Region",36,1,2.777777778
"Bloodstream","Escherichia coli","Ertapenem","HKG","China, Hong Kong SAR","Western Pacific Region",5911,31,0.524445948
"Bloodstream","Escherichia coli","Imipenem","HKG","China, Hong Kong SAR","Western Pacific Region",3145,26,0.826709062
"Bloodstream","Escherichia coli","Levofloxacin","HKG","China, Hong Kong SAR","Western Pacific Region",6305,2017,31.990483743
"Bloodstream","Escherichia coli","Meropenem","HKG","China, Hong Kong SAR","Western Pacific Region",4207,35,0.831946755
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","HKG","China, Hong Kong SAR","Western Pacific Region",3325,1015,30.526315789
"Bloodstream","Escherichia coli","Ceftazidime","HRV","Croatia","European Region",827,178,21.523579202
"Bloodstream","Escherichia coli","Ceftriaxone","HRV","Croatia","European Region",482,84,17.427385892
"Bloodstream","Escherichia coli","Ciprofloxacin","HRV","Croatia","European Region",1299,385,29.638183218
"Bloodstream","Escherichia coli","Imipenem","HRV","Croatia","European Region",445,1,0.224719101
"Bloodstream","Escherichia coli","Meropenem","HRV","Croatia","European Region",857,1,0.116686114
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","HRV","Croatia","European Region",827,178,21.523579202
"Bloodstream","Escherichia coli","Cefepime","IDN","Indonesia","South-East Asia Region",2015,816,40.496277916
"Bloodstream","Escherichia coli","Cefotaxime","IDN","Indonesia","South-East Asia Region",1197,861,71.929824561
"Bloodstream","Escherichia coli","Ceftazidime","IDN","Indonesia","South-East Asia Region",2139,1058,49.462365591
"Bloodstream","Escherichia coli","Ceftriaxone","IDN","Indonesia","South-East Asia Region",1792,1215,67.801339286
"Bloodstream","Escherichia coli","Ciprofloxacin","IDN","Indonesia","South-East Asia Region",1988,1365,68.661971831
"Bloodstream","Escherichia coli","Co-trimoxazole","IDN","Indonesia","South-East Asia Region",1603,785,48.970679975
"Bloodstream","Escherichia coli","Colistin","IDN","Indonesia","South-East Asia Region",61,15,24.590163934
"Bloodstream","Escherichia coli","Doripenem","IDN","Indonesia","South-East Asia Region",252,17,6.746031746
"Bloodstream","Escherichia coli","Ertapenem","IDN","Indonesia","South-East Asia Region",1052,47,4.467680608
"Bloodstream","Escherichia coli","Imipenem","IDN","Indonesia","South-East Asia Region",786,104,13.231552163
"Bloodstream","Escherichia coli","Levofloxacin","IDN","Indonesia","South-East Asia Region",949,623,65.64805058
"Bloodstream","Escherichia coli","Meropenem","IDN","Indonesia","South-East Asia Region",2115,145,6.855791962
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","IDN","Indonesia","South-East Asia Region",1197,861,71.929824561
"Bloodstream","Escherichia coli","Cefepime","IND","India","South-East Asia Region",5439,3398,62.474719618
"Bloodstream","Escherichia coli","Cefotaxime","IND","India","South-East Asia Region",6564,5258,80.103595369
"Bloodstream","Escherichia coli","Ceftazidime","IND","India","South-East Asia Region",4769,3332,69.867896834
"Bloodstream","Escherichia coli","Ceftriaxone","IND","India","South-East Asia Region",5795,4489,77.463330457
"Bloodstream","Escherichia coli","Ciprofloxacin","IND","India","South-East Asia Region",9177,6939,75.612945407
"Bloodstream","Escherichia coli","Co-trimoxazole","IND","India","South-East Asia Region",5305,3025,57.021677663
"Bloodstream","Escherichia coli","Colistin","IND","India","South-East Asia Region",5446,21,0.385604113
"Bloodstream","Escherichia coli","Ertapenem","IND","India","South-East Asia Region",5272,1583,30.026555387
"Bloodstream","Escherichia coli","Imipenem","IND","India","South-East Asia Region",8962,2753,30.718589601
"Bloodstream","Escherichia coli","Meropenem","IND","India","South-East Asia Region",8275,2481,29.981873112
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","IND","India","South-East Asia Region",6564,5258,80.103595369
"Bloodstream","Escherichia coli","Cefotaxime","IRL","Ireland","European Region",1423,146,10.260014055
"Bloodstream","Escherichia coli","Ceftazidime","IRL","Ireland","European Region",1012,109,10.770750988
"Bloodstream","Escherichia coli","Ceftriaxone","IRL","Ireland","European Region",680,70,10.294117647
"Bloodstream","Escherichia coli","Ciprofloxacin","IRL","Ireland","European Region",3049,488,16.005247622
"Bloodstream","Escherichia coli","Ertapenem","IRL","Ireland","European Region",2457,4,0.162800163
"Bloodstream","Escherichia coli","Imipenem","IRL","Ireland","European Region",63,1,1.587301587
"Bloodstream","Escherichia coli","Levofloxacin","IRL","Ireland","European Region",12,1,8.333333333
"Bloodstream","Escherichia coli","Meropenem","IRL","Ireland","European Region",3004,1,0.033288948
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","IRL","Ireland","European Region",1012,109,10.770750988
"Bloodstream","Escherichia coli","Cefepime","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",608,327,53.782894737
"Bloodstream","Escherichia coli","Cefotaxime","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",660,476,72.121212121
"Bloodstream","Escherichia coli","Ceftazidime","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",685,394,57.518248175
"Bloodstream","Escherichia coli","Ceftriaxone","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",579,403,69.602763385
"Bloodstream","Escherichia coli","Ciprofloxacin","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",748,498,66.577540107
"Bloodstream","Escherichia coli","Co-trimoxazole","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",664,458,68.975903614
"Bloodstream","Escherichia coli","Colistin","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",14,0,0
"Bloodstream","Escherichia coli","Imipenem","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",555,97,17.477477477
"Bloodstream","Escherichia coli","Levofloxacin","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",18,10,55.555555556
"Bloodstream","Escherichia coli","Meropenem","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",436,32,7.339449541
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","IRN","Iran (Islamic Republic of)","Eastern Mediterranean Region",660,476,72.121212121
"Bloodstream","Escherichia coli","Cefepime","IRQ","Iraq","Eastern Mediterranean Region",371,206,55.525606469
"Bloodstream","Escherichia coli","Cefotaxime","IRQ","Iraq","Eastern Mediterranean Region",139,122,87.769784173
"Bloodstream","Escherichia coli","Ceftazidime","IRQ","Iraq","Eastern Mediterranean Region",410,284,69.268292683
"Bloodstream","Escherichia coli","Ceftriaxone","IRQ","Iraq","Eastern Mediterranean Region",253,214,84.584980237
"Bloodstream","Escherichia coli","Ciprofloxacin","IRQ","Iraq","Eastern Mediterranean Region",384,259,67.447916667
"Bloodstream","Escherichia coli","Co-trimoxazole","IRQ","Iraq","Eastern Mediterranean Region",381,262,68.766404199
"Bloodstream","Escherichia coli","Colistin","IRQ","Iraq","Eastern Mediterranean Region",12,1,8.333333333
"Bloodstream","Escherichia coli","Ertapenem","IRQ","Iraq","Eastern Mediterranean Region",166,19,11.445783133
"Bloodstream","Escherichia coli","Imipenem","IRQ","Iraq","Eastern Mediterranean Region",393,84,21.374045802
"Bloodstream","Escherichia coli","Levofloxacin","IRQ","Iraq","Eastern Mediterranean Region",268,175,65.298507463
"Bloodstream","Escherichia coli","Meropenem","IRQ","Iraq","Eastern Mediterranean Region",356,60,16.853932584
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","IRQ","Iraq","Eastern Mediterranean Region",139,122,87.769784173
"Bloodstream","Escherichia coli","Cefotaxime","ISL","Iceland","European Region",258,31,12.015503876
"Bloodstream","Escherichia coli","Ciprofloxacin","ISL","Iceland","European Region",258,33,12.790697674
"Bloodstream","Escherichia coli","Meropenem","ISL","Iceland","European Region",258,0,0
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","ISL","Iceland","European Region",258,31,12.015503876
"Bloodstream","Escherichia coli","Cefepime","ITA","Italy","European Region",19876,3983,20.039243309
"Bloodstream","Escherichia coli","Cefotaxime","ITA","Italy","European Region",13795,3716,26.937296122
"Bloodstream","Escherichia coli","Ceftazidime","ITA","Italy","European Region",13455,3515,26.124117428
"Bloodstream","Escherichia coli","Ceftriaxone","ITA","Italy","European Region",1264,379,29.984177215
"Bloodstream","Escherichia coli","Ciprofloxacin","ITA","Italy","European Region",24841,8450,34.016343948
"Bloodstream","Escherichia coli","Colistin","ITA","Italy","European Region",1987,17,0.855561147
"Bloodstream","Escherichia coli","Ertapenem","ITA","Italy","European Region",5949,55,0.92452513
"Bloodstream","Escherichia coli","Imipenem","ITA","Italy","European Region",11426,53,0.463854367
"Bloodstream","Escherichia coli","Levofloxacin","ITA","Italy","European Region",3111,1093,35.133397621
"Bloodstream","Escherichia coli","Meropenem","ITA","Italy","European Region",16155,65,0.402352213
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","ITA","Italy","European Region",1264,379,29.984177215
"Bloodstream","Escherichia coli","Cefepime","JOR","Jordan","Eastern Mediterranean Region",357,188,52.661064426
"Bloodstream","Escherichia coli","Cefotaxime","JOR","Jordan","Eastern Mediterranean Region",261,175,67.049808429
"Bloodstream","Escherichia coli","Ceftazidime","JOR","Jordan","Eastern Mediterranean Region",442,248,56.108597285
"Bloodstream","Escherichia coli","Ceftriaxone","JOR","Jordan","Eastern Mediterranean Region",299,195,65.217391304
"Bloodstream","Escherichia coli","Ciprofloxacin","JOR","Jordan","Eastern Mediterranean Region",456,304,66.666666667
"Bloodstream","Escherichia coli","Co-trimoxazole","JOR","Jordan","Eastern Mediterranean Region",418,257,61.483253589
"Bloodstream","Escherichia coli","Colistin","JOR","Jordan","Eastern Mediterranean Region",15,1,6.666666667
"Bloodstream","Escherichia coli","Ertapenem","JOR","Jordan","Eastern Mediterranean Region",297,19,6.397306397
"Bloodstream","Escherichia coli","Imipenem","JOR","Jordan","Eastern Mediterranean Region",498,39,7.831325301
"Bloodstream","Escherichia coli","Levofloxacin","JOR","Jordan","Eastern Mediterranean Region",91,50,54.945054945
"Bloodstream","Escherichia coli","Meropenem","JOR","Jordan","Eastern Mediterranean Region",367,34,9.264305177
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","JOR","Jordan","Eastern Mediterranean Region",261,175,67.049808429
"Bloodstream","Escherichia coli","Cefepime","JPN","Japan","Western Pacific Region",94099,11237,11.941678445
"Bloodstream","Escherichia coli","Cefotaxime","JPN","Japan","Western Pacific Region",67259,13403,19.927444654
"Bloodstream","Escherichia coli","Ceftazidime","JPN","Japan","Western Pacific Region",96462,8797,9.119653335
"Bloodstream","Escherichia coli","Ceftriaxone","JPN","Japan","Western Pacific Region",72415,14674,20.263757509
"Bloodstream","Escherichia coli","Ciprofloxacin","JPN","Japan","Western Pacific Region",59414,17752,29.87847982
"Bloodstream","Escherichia coli","Imipenem","JPN","Japan","Western Pacific Region",85186,21,0.024651938
"Bloodstream","Escherichia coli","Levofloxacin","JPN","Japan","Western Pacific Region",95439,26894,28.17925586
"Bloodstream","Escherichia coli","Meropenem","JPN","Japan","Western Pacific Region",99777,26,0.02605811
"Bloodstream","Escherichia coli","Third generation cephalosporins resistance","JPN","Japan","Western Pacific Region",72415,14674,20.263757509
"Bloodstream","Escherichia coli","Cefepime","KEN","Kenya","African Region",185,73,39.459459459
"Bloodstream","Escherichia coli","Cefotaxime","KEN","Kenya","African Region",183,135,73.770491803
"Bloodstream","Escherichia coli","Ceftazidime","KEN","Kenya","African Region",197,103,52.284263959
"Bloodstream","Escherichia coli","Ceftriaxone","KEN","Kenya","African Region",215,166,77.209302326
"Bloodstream","Escherichia coli","Ciprofloxacin","KEN","Kenya","African Region",207,140,67.632850242
